User name,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
himanshusaxena,2023-02-17T05:36:56Z,monitoring.amazonaws.com,PutMetricAlarm,us-east-1,34.83.133.20,aws-cli/2.10.0 Python/3.9.11 Linux/5.15.0-47-generic exe/x86_64.ubuntu.20 prompt/off command/cloudwatch.put-metric-alarm,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""DailyEstimatedCharges""}]",3853c04f-4c4f-468a-8cf7-3ab3ec649ec9,9e9156f8-32b1-43a6-8732-3077932b0ac0,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-17T05:28:21Z,sns.amazonaws.com,Subscribe,us-east-1,34.83.133.20,aws-cli/2.10.0 Python/3.9.11 Linux/5.15.0-47-generic exe/x86_64.ubuntu.20 prompt/off command/sns.subscribe,,"[{""resourceType"":""AWS::SNS::Subscription"",""resourceName"":""pending confirmation""},{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:727957581503:billing-alarm""}]",63031bd9-5b21-542a-8486-47b04994f238,f994ca41-ccfa-438f-ad2b-b77252992a6a,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-17T05:25:02Z,sns.amazonaws.com,CreateTopic,us-east-1,34.83.133.20,aws-cli/2.10.0 Python/3.9.11 Linux/5.15.0-47-generic exe/x86_64.ubuntu.20 prompt/off command/sns.create-topic,,"[{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:727957581503:billing-alarm""}]",e33b29f4-9348-5951-9280-759d82a639fd,b740615e-3aaf-4913-84ac-5f282e0277aa,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-17T05:10:18Z,budgets.amazonaws.com,DeleteBudget,us-east-1,216.152.105.22,AWS Internal,,[],42fa5091-a8d7-436d-9bb2-be4bb58beaab,18665245-e498-4099-8b37-76d04d03a064,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-17T05:09:58Z,budgets.amazonaws.com,CreateBudget,us-east-1,34.83.133.20,aws-cli/2.10.0 Python/3.9.11 Linux/5.15.0-47-generic exe/x86_64.ubuntu.20 prompt/off command/budgets.create-budget,,[],d36bfb37-cd76-44dc-aef5-8edd19e02e8e,f3dc42b0-2396-4d4f-be3e-cfe1059c4b91,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-17T05:08:17Z,budgets.amazonaws.com,DeleteBudget,us-east-1,216.152.105.22,AWS Internal,,[],309d0766-a7e3-46c2-8c58-b779247aad5e,5733a818-ff73-46e3-a7a4-ce892744c887,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-17T04:54:25Z,budgets.amazonaws.com,CreateBudget,us-east-1,34.83.133.20,aws-cli/2.10.0 Python/3.9.11 Linux/5.15.0-47-generic exe/x86_64.ubuntu.20 prompt/off command/budgets.create-budget,,[],4713de2f-5d5c-4066-ba38-0875bd2160ae,fcad90e1-2fba-4e96-a9c6-645d29568144,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-17T04:54:05Z,budgets.amazonaws.com,DeleteBudget,us-east-1,216.152.105.22,AWS Internal,,[],6da18c06-3da3-4ddf-86b1-5996d6fbfb47,55c8933c-12c7-46b9-8f9c-27edfdc65260,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-17T04:48:00Z,budgets.amazonaws.com,CreateBudget,us-east-1,34.83.133.20,aws-cli/2.10.0 Python/3.9.11 Linux/5.15.0-47-generic exe/x86_64.ubuntu.20 prompt/off command/budgets.create-budget,,[],b4e38adc-b64d-4dff-aa1a-8509a4cb967a,34db8810-6829-4537-b6a5-8a947229fea3,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-17T03:59:22Z,budgets.amazonaws.com,DeleteBudget,us-east-1,216.152.105.22,AWS Internal,,[],dcaccadc-5edd-419e-a8b5-09bbdd2c0f15,2a8809a3-63a5-47d9-b1cb-701d2f2d99f2,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-17T03:59:22Z,budgets.amazonaws.com,DeleteBudget,us-east-1,216.152.105.22,AWS Internal,,[],ba91337c-8621-48c1-958f-5e03390d1d0c,afdd5bb7-4106-46c3-a353-dc2828c1c9a3,FALSE,AwsApiCall,7.27958E+11,Management
root,2023-02-17T03:59:02Z,signin.amazonaws.com,ConsoleLogin,us-east-1,216.152.105.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],,581e8f1c-8ce0-4b19-8de1-f8a1428ae34a,FALSE,AwsConsoleSignIn,7.27958E+11,Management
himanshusaxena,2023-02-16T23:58:52Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],85bfe139-28be-4aaf-b6c9-122ce026ec86,1efcc98f-8e28-484c-a3ff-9fb8eeb4284f,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:51:52Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],5bc8d12d-d5de-4c29-adfb-a7453e5ae8e4,9f10619d-f8d7-4bb3-8abf-bd95d0a05b15,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:44:52Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],035680bc-add2-4803-92c7-2cf6d7ff8534,5502ec8a-7a6e-4532-9af9-7dec19909e2e,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:37:52Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],45999357-5633-42aa-9d38-922e794e2274,f50c1407-a670-4b03-81b2-ee01969a89c0,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:30:52Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],635415f6-efe8-446e-b8c9-4623d9fa70f6,acf6cdec-6b7d-4f41-8093-f01cbb507915,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:23:51Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],45a2e1a0-2e04-43ca-84ce-8ed9c7cf5699,d3dab5a2-de2d-44a8-9e03-42653e2a30ea,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:23:10Z,cloudshell.amazonaws.com,DeleteSession,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],ffe04314-3d9e-4169-962e-40434ddd10b8,459ef84d-79eb-4f2f-9be5-8d04754c90ba,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:16:52Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],d677fa44-e0d1-4655-b795-601014caf194,3221f794-17df-47a9-b220-ea253aaa9b9e,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:09:51Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],269108b1-d62a-4930-b041-6d726068933b,0c0c2918-0b91-49bd-996c-8d6af99b3be0,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:02:52Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],2e789c2c-6580-4932-9abe-7ddb1fff3d10,827667cc-5a06-43fa-a9e0-0a8223972c64,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:02:52Z,cloudshell.amazonaws.com,UpdateLayout,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],3a1a2293-7a97-4d77-8b89-920b10e72461,f156b274-1c95-45ba-a692-63db3b018c44,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:02:51Z,cloudshell.amazonaws.com,CreateSession,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],a5acfaab-206e-4f69-86cc-6419d6407156,5c51d646-cffa-4d80-9714-f2edd07d60fa,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:02:51Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],abeb4b95-09fd-48e5-acb8-813716b2ba0b,df170278-ec25-4fca-8fc6-234bae727446,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:02:43Z,cloudshell.amazonaws.com,StartEnvironment,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],bf492371-4002-43ec-be4c-6f833710e23b,02ba0406-0f7f-45e5-a4dd-367785c51c97,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:02:42Z,cloudshell.amazonaws.com,UpdateLayout,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],2866647f-5c7e-41b4-a381-946e11f3222d,3c1b3d12-55ea-4fd4-a40b-5b7ca84c9ced,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T23:02:42Z,cloudshell.amazonaws.com,CreateEnvironment,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],4890956c-4e12-43a5-b890-76b6d9ea577e,db39aa5e-febb-4bfe-8634-fd5e60bf4eaf,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:30:04Z,cloudshell.amazonaws.com,DeleteSession,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],a3eedf9a-a15d-4246-b8f4-93ce0cb9c103,3713940d-4773-4588-a236-7e074accaf9d,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:29:31Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],167dea6f-2888-4a24-89da-f4b8e1b33e06,5e332513-4f0e-4fd7-ac98-7020a10a3f2c,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:22:31Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],c191e203-4d0f-40f9-b8f5-15a71c9db9ae,c4d0355d-3e48-42d7-ac1e-5837ce71072d,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:15:31Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],794db486-57d2-4ef7-8712-5dd6fce7a744,7fe732ed-67bb-45e1-8b32-8293a00734b6,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:09:41Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],ee51d657-10df-4687-938b-8d8221bc9a5a,2515c77c-094d-4648-8653-6fa3bd3fe949,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:08:31Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],025f6976-c6e5-4198-b0b1-5c3be678f51e,55923d3c-8981-406b-8575-0777b182bff0,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:06:16Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],3eb58745-fb0a-415c-95ca-8a7a7c47b28e,8119c1ae-615e-46f6-b08c-1ac6407f5420,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:01:31Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],83b55479-1b19-4d22-a34a-79ea19b55811,36542caa-8de4-43f5-bdd5-e6e1dfd79fb2,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:01:31Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],0e7f225f-d6d2-4558-a5c6-0d6197dc9ec0,91c9c59e-79fd-4199-a452-c945f7872f93,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:01:31Z,cloudshell.amazonaws.com,UpdateLayout,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],7dbaf7f4-f844-48d8-b47b-26445456f8be,e2af7b55-5ee3-40ad-a083-17a7d8fb5d98,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:01:29Z,cloudshell.amazonaws.com,CreateSession,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],dc4b9599-3f40-479d-8ff9-57ad7e165dab,5eadabd9-555f-4cc8-90e7-48a4fc567db8,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:01:29Z,cloudshell.amazonaws.com,DeleteSession,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],1e2ced3c-6736-4f5d-8702-9940f824f3f7,8c039ba0-f6a6-4fcf-a1a6-74090e00e40c,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:01:29Z,cloudshell.amazonaws.com,CreateEnvironment,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],20b1c702-c4df-4142-80dc-600bb9ca0608,c37110f1-03c8-489e-9a85-c6e5c4053a41,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T21:01:29Z,cloudshell.amazonaws.com,UpdateLayout,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],de612780-3929-4975-bccb-1044a2855291,f30ffba8-4c24-4935-9a06-4a37f220dc5a,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:59:44Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],7cbcb3a5-61a9-4360-b4f2-7bce6e6382c5,1df7383b-a05f-4fdb-a387-1cbc4c962f8c,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:57:41Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],4a62ab88-8143-4f39-946d-d1dec686e9a6,250887d0-216c-45b5-87c7-48c333f4a5f5,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:56:53Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],efbc2a1d-3c3e-4d42-bad1-b20ad738d268,aa806f2a-2716-4bfd-a0d6-610f2fac56b7,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:56:37Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],593c68ca-1153-4725-b32b-ac0f0b2dcbcf,70bd8e79-b4aa-4e9a-b8cb-205e25bbac0e,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:55:35Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],754366f1-2233-4072-a6c5-908f5f48eba5,268c8215-6c38-443e-bbd5-e8d6490443f9,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:50:39Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],d8cc06cd-4c3a-4e0e-9bb4-5db576e34221,256afe8f-0cc7-48f4-8381-1d5d7e51fb26,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:49:52Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],b70a50fd-4d4c-442b-8133-f8a13e25de88,10353935-deb3-41f2-a658-7e8472a15b04,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:49:33Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],79d1eb29-1cb3-4470-80fd-8dc74c165e78,381e1131-36d0-4fbd-a605-a4ae83262499,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:43:10Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],6c2f635f-b82d-4172-afb3-1dced494ddcf,82a3214e-b4ec-4421-8b5d-2fb00fb27604,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:42:54Z,cloudshell.amazonaws.com,PutCredentials,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],296c9153-7537-4621-9fbb-2a43b67a48dc,1a525629-ff44-42ec-9a55-754e3f585b62,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:41:30Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],41b75e3a-2be2-4e4b-8e9b-f9785ba77c3c,5e2c39cc-b519-4aa8-ade6-e0a3964b4c66,FALSE,AwsApiCall,7.27958E+11,Management
himanshusaxena,2023-02-16T20:38:43Z,cloudshell.amazonaws.com,SendHeartBeat,us-east-1,216.152.106.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",,[],2ce18cd4-b8c1-4e58-b873-1b1c594fa83f,59670755-262e-4683-935e-c5dac873526e,FALSE,AwsApiCall,7.27958E+11,Management
